Order_ID,Order_Date,Region,Product,Category,Item,Brand,Qty,Sales,Cost,Profit
NZ-ORD-480,2024-04-24,Auckland,Product-7,Home Decor,Miniature Statue,Oates,1,726.59,746.59,-20
NZ-ORD-481,2024-04-25,Christchurch,Product-16,Home Decor,Miniature Statue,Bucchari,8,709.4,725.46,-16.06
NZ-ORD-482,2024-04-26,Dunedin,Product-13,Books,Romance,20th Century Fox,8,1194.81,851.17,343.64
NZ-ORD-483,2024-04-27,Auckland,Product-21,Home Decor,Vase,Yuzhei Wong,5,1235.73,1110.04,125.69
NZ-ORD-484,2024-04-28,Auckland,Product-22,Clothing,Shoe,Nike,6,600.26,645.43,-45.17
NZ-ORD-485,2024-04-29,Wellington,Product-25,Home Decor,Vinyl Paper,Kenko,4,1344.72,1244.44,100.28
NZ-ORD-486,2024-04-30,Auckland,Product-17,Electronics,DVD Player,Panasonic,7,1203.42,1170.23,33.19
NZ-ORD-487,2024-05-01,Hamilton,Product-8,Clothing,Shirt,Nike,10,165.29,-76.57,241.86
NZ-ORD-488,2024-05-02,Hamilton,Product-18,Electronics,DVD Player,Panasonic,6,1322.09,1217.3,104.79
NZ-ORD-489,2024-05-03,Dunedin,Product-22,Home Decor,Curtain,IKEA,2,152.41,-98.1,250.51
NZ-ORD-490,2024-05-04,Hamilton,Product-13,Toys,Puzzle,Wonder World,4,507.69,495.53,12.16
NZ-ORD-491,2024-05-05,Christchurch,Product-2,Home Decor,Miniature Statue,Holmes Brok,6,1622.96,1500.41,122.55
NZ-ORD-492,2024-05-06,Auckland,Product-25,Toys,Doll,Hasbro,9,1294.68,1092,202.68
NZ-ORD-493,2024-05-07,Hamilton,Product-27,Home Decor,Window Blind,Rails,5,156.29,33.64,122.65
NZ-ORD-494,2024-05-08,Hamilton,Product-14,Toys,Board Game,Telltale,6,612.61,169.17,443.44
NZ-ORD-495,2024-05-09,Wellington,Product-10,Home Decor,Window Blind,Bardy,3,371.14,-32.94,404.08
NZ-ORD-496,2024-05-10,Hamilton,Product-13,Clothing,Jacket,New Balance,1,1517.49,1154.84,362.65
NZ-ORD-497,2024-05-11,Dunedin,Product-1,Books,Romance,Warner Bros,1,1035.73,937.58,98.15
NZ-ORD-498,2024-05-12,Auckland,Product-2,Toys,Robot,Bandai,2,1197.18,1026.43,170.75
NZ-ORD-499,2024-05-13,Wellington,Product-24,Books,Romance,Universal,10,476.29,334.94,141.35
NZ-ORD-500,2024-05-14,Wellington,Product-13,Clothing,T-Shirt,Nike,7,1208.23,1236.79,-28.56
NZ-ORD-501,2024-05-15,Dunedin,Product-30,Books,Horror,Bloom House,7,152.91,-100.45,253.36
NZ-ORD-502,2024-05-16,Auckland,Product-6,Books,Comedy,Universal,7,1056.38,765.13,291.25
NZ-ORD-503,2024-05-17,Auckland,Product-23,Clothing,T-Shirt,Adidas,5,1950.06,1683.67,266.39
NZ-ORD-504,2024-05-18,Dunedin,Product-27,Home Decor,Window Blind,Brother,1,1907.49,1713.82,193.67
NZ-ORD-505,2024-05-19,Christchurch,Product-20,Clothing,Shirt,Nike,2,257.26,-25.21,282.47
NZ-ORD-506,2024-05-20,Dunedin,Product-17,Toys,Doll,Yin Mang,1,313.52,198.06,115.46
NZ-ORD-507,2024-05-21,Wellington,Product-13,Home Decor,Window Blind,Rails,5,1088.68,754.04,334.64
NZ-ORD-508,2024-05-22,Dunedin,Product-20,Electronics,TV,Toshiba,6,1486.95,1121.66,365.29
NZ-ORD-509,2024-05-23,Auckland,Product-11,Electronics,CCTV,Sony,5,884.15,691.29,192.86
NZ-ORD-510,2024-05-24,Wellington,Product-9,Toys,Puzzle,Hasbro,2,1990.32,2087.4,-97.08
NZ-ORD-511,2024-05-25,Hamilton,Product-2,Electronics,TV,Sony,2,792.82,623.72,169.1
NZ-ORD-512,2024-05-26,Dunedin,Product-9,Clothing,Jacket,New Balance,5,81.51,78.28,3.23
NZ-ORD-513,2024-05-27,Hamilton,Product-20,Books,Horror,20th Century Fox,3,1530.05,1521.05,9
NZ-ORD-514,2024-05-28,Christchurch,Product-4,Toys,Board Game,Telltale,7,589.03,250.15,338.88
NZ-ORD-515,2024-05-29,Auckland,Product-25,Electronics,Mobile Phone,Huawei,3,228.54,23.92,204.62
NZ-ORD-516,2024-05-30,Auckland,Product-22,Electronics,TV,Samsung,6,1801.72,1600.78,200.94
NZ-ORD-517,2024-05-31,Hamilton,Product-6,Books,Cartoon,Dreamworks,5,824.17,627.78,196.39
NZ-ORD-518,2024-06-01,Hamilton,Product-21,Clothing,Shirt,Adidas,10,1383.01,1008.92,374.09
NZ-ORD-519,2024-06-02,Wellington,Product-3,Books,Horror,Warner Bros,10,1876.84,1972.32,-95.48
NZ-ORD-520,2024-06-03,Auckland,Product-12,Books,Comedy,Universal,3,1141.7,867.33,274.37
NZ-ORD-521,2024-06-04,Christchurch,Product-5,Clothing,Jacket,New Balance,10,1749.25,1635.72,113.53
NZ-ORD-522,2024-06-05,Wellington,Product-29,Books,Documentary,20th Century Fox,7,1402.52,1310.65,91.87
NZ-ORD-523,2024-06-06,Christchurch,Product-23,Books,Documentary,Discovery,3,167.63,-14.01,181.64
NZ-ORD-524,2024-06-07,Wellington,Product-21,Electronics,TV,Samsung,7,608.75,258.48,350.27
NZ-ORD-525,2024-06-08,Dunedin,Product-21,Toys,Card Game,Telltale,8,586.92,172.79,414.13
NZ-ORD-526,2024-06-09,Hamilton,Product-3,Books,Horror,Universal,9,231.31,-74.69,306
NZ-ORD-527,2024-06-10,Auckland,Product-29,Home Decor,Vase,Yuzhei Wong,6,92.77,-41.63,134.4
NZ-ORD-528,2024-06-11,Hamilton,Product-30,Home Decor,Vase,Midea,8,152.03,-174.86,326.89
NZ-ORD-529,2024-06-12,Wellington,Product-4,Clothing,Jacket,Adidas,4,214.41,-157.46,371.87
NZ-ORD-530,2024-06-13,Hamilton,Product-26,Books,Romance,Warner Bros,9,1965.51,2007.43,-41.92
NZ-ORD-531,2024-06-14,Dunedin,Product-21,Books,Romance,Universal,4,1085.72,1134.48,-48.76
NZ-ORD-532,2024-06-15,Auckland,Product-13,Toys,Board Game,Exploding,10,817.86,487.73,330.13
NZ-ORD-533,2024-06-16,Hamilton,Product-8,Clothing,Shoe,New Balance,9,912.55,868.09,44.46
NZ-ORD-534,2024-06-17,Dunedin,Product-12,Clothing,Pant,Nike,2,388.75,19.2,369.55
NZ-ORD-535,2024-06-18,Auckland,Product-26,Electronics,Hardisk SDD,Kingston,5,1440.78,1355.68,85.1
NZ-ORD-536,2024-06-19,Auckland,Product-9,Clothing,Pant,Nike,10,1405.26,1006.71,398.55
NZ-ORD-537,2024-06-20,Wellington,Product-4,Clothing,Pant,Converse,10,1820.48,1854.71,-34.23
NZ-ORD-538,2024-06-21,Hamilton,Product-21,Home Decor,Curtain,Bardy,2,801.35,667.49,133.86
NZ-ORD-539,2024-06-22,Hamilton,Product-13,Toys,Robot,Bandai,10,1823.55,1610.39,213.16
NZ-ORD-540,2024-06-23,Wellington,Product-11,Toys,Robot,Namco,4,1356.21,1428.19,-71.98
NZ-ORD-541,2024-06-24,Hamilton,Product-15,Home Decor,Miniature Statue,Tuscany,9,1397.09,1324.33,72.76
NZ-ORD-542,2024-06-25,Dunedin,Product-3,Electronics,DVD Player,Panasonic,8,1479.36,1534.3,-54.94
NZ-ORD-543,2024-06-26,Wellington,Product-3,Books,Romance,Universal,7,1361.29,1022.14,339.15
NZ-ORD-544,2024-06-27,Auckland,Product-28,Electronics,TV,Samsung,6,1054.98,746.88,308.1
NZ-ORD-545,2024-06-28,Auckland,Product-26,Books,Cartoon,Pixar,6,1025.55,589.92,435.63
NZ-ORD-546,2024-06-29,Hamilton,Product-21,Books,Romance,Disney,8,1547.31,1243.17,304.14
NZ-ORD-547,2024-06-30,Auckland,Product-7,Books,Romance,Disney,1,1286.64,1155.97,130.67
NZ-ORD-548,2024-07-01,Auckland,Product-18,Electronics,DVD Player,Toshiba,1,408.72,25.52,383.2
NZ-ORD-549,2024-07-02,Hamilton,Product-29,Toys,Puzzle,Gramedia,3,1132.65,1192.96,-60.31
NZ-ORD-550,2024-07-03,Auckland,Product-17,Clothing,Jacket,Puma,3,1412.46,1257.71,154.75
NZ-ORD-551,2024-07-04,Dunedin,Product-8,Home Decor,Vinyl Paper,Seven,9,984.39,560.94,423.45
NZ-ORD-552,2024-07-05,Wellington,Product-9,Books,Documentary,Universal,10,77.79,-109.92,187.71
NZ-ORD-553,2024-07-06,Christchurch,Product-27,Electronics,TV,Panasonic,2,1030.78,796.34,234.44
NZ-ORD-554,2024-07-07,Wellington,Product-3,Home Decor,Vinyl Paper,Seven,4,1949.72,1454.72,495
NZ-ORD-555,2024-07-08,Hamilton,Product-24,Books,Documentary,20th Century Fox,4,1713.26,1496.45,216.81
NZ-ORD-556,2024-07-09,Hamilton,Product-3,Toys,Board Game,Century,2,1801.41,1516.39,285.02
NZ-ORD-557,2024-07-10,Dunedin,Product-5,Home Decor,Miniature Statue,Baurdani,6,1090.61,673.91,416.7
NZ-ORD-558,2024-07-11,Wellington,Product-25,Toys,Puzzle,Marvel,6,204.19,272.75,-68.56
NZ-ORD-559,2024-07-12,Wellington,Product-17,Home Decor,Window Blind,Kels,5,1758.19,1346.1,412.09
NZ-ORD-560,2024-07-13,Auckland,Product-30,Clothing,Shirt,Puma,8,1912.39,1483.12,429.27
NZ-ORD-561,2024-07-14,Hamilton,Product-27,Toys,Board Game,Hasbro,1,1930.43,1627.82,302.61
NZ-ORD-562,2024-07-15,Auckland,Product-25,Clothing,Shoe,Puma,3,388.26,-77.29,465.55
NZ-ORD-563,2024-07-16,Auckland,Product-4,Electronics,TV,Samsung,5,645.82,462.45,183.37
NZ-ORD-564,2024-07-17,Christchurch,Product-29,Books,Comedy,Lionsgate,2,135.04,79.75,55.29
NZ-ORD-565,2024-07-18,Christchurch,Product-3,Home Decor,Curtain,Rails,10,1265.89,1327.88,-61.99
NZ-ORD-566,2024-07-19,Hamilton,Product-6,Home Decor,Curtain,IKEA,4,1340.54,996.62,343.92
NZ-ORD-567,2024-07-20,Christchurch,Product-6,Books,Horror,20th Century Fox,10,1204.91,1245.4,-40.49
NZ-ORD-568,2024-07-21,Hamilton,Product-1,Toys,Doll,Lego,5,262.41,-66.47,328.88
NZ-ORD-569,2024-07-22,Wellington,Product-30,Books,Horror,Warner Bros,6,1737.02,1779.51,-42.49
NZ-ORD-570,2024-07-23,Auckland,Product-11,Clothing,Jacket,New Balance,8,926.97,908.78,18.19
NZ-ORD-571,2024-07-24,Christchurch,Product-28,Electronics,DVD Player,Sony,2,1641.4,1176.77,464.63
NZ-ORD-572,2024-07-25,Auckland,Product-24,Home Decor,Miniature Statue,Baurdani,3,746.58,674.75,71.83
NZ-ORD-573,2024-07-26,Wellington,Product-25,Clothing,Shirt,New Balance,6,1317.5,1133.39,184.11
NZ-ORD-574,2024-07-27,Christchurch,Product-10,Home Decor,Vase,Midea,7,795.59,506.87,288.72
NZ-ORD-575,2024-07-28,Dunedin,Product-22,Clothing,Jacket,Puma,3,384.87,186.77,198.1
NZ-ORD-576,2024-07-29,Dunedin,Product-25,Clothing,T-Shirt,Nike,9,734.1,371.24,362.86
NZ-ORD-577,2024-07-30,Hamilton,Product-13,Home Decor,Curtain,Kels,9,236.7,2.39,234.31
NZ-ORD-578,2024-07-31,Dunedin,Product-11,Clothing,Jacket,Converse,3,239.52,-27.26,266.78
NZ-ORD-579,2024-08-01,Dunedin,Product-28,Clothing,Pant,Nike,3,696.07,263.33,432.74
NZ-ORD-580,2024-08-02,Dunedin,Product-1,Toys,Robot,Sega,10,1281.81,1122.18,159.63
NZ-ORD-581,2024-08-03,Hamilton,Product-19,Books,Comedy,Disney,1,143.1,70.9,72.2
NZ-ORD-582,2024-08-04,Auckland,Product-20,Books,Horror,Lionsgate,4,390.69,465.21,-74.52
NZ-ORD-583,2024-08-05,Dunedin,Product-8,Home Decor,Vinyl Paper,Level Up,10,329.33,206.47,122.86
NZ-ORD-584,2024-08-06,Hamilton,Product-11,Books,Cartoon,Disney,5,1417.36,1248.49,168.87
NZ-ORD-585,2024-08-07,Hamilton,Product-16,Toys,Doll,Marvel,5,191.24,119.12,72.12
NZ-ORD-586,2024-08-08,Wellington,Product-27,Clothing,Shirt,Puma,7,1886.16,1437.69,448.47
NZ-ORD-587,2024-08-09,Dunedin,Product-14,Books,Comedy,20th Century Fox,8,922.3,757.29,165.01
NZ-ORD-588,2024-08-10,Auckland,Product-15,Home Decor,Curtain,Rails,6,1807.87,1662.33,145.54
NZ-ORD-589,2024-08-11,Wellington,Product-19,Electronics,DVD Player,Samsung,3,1805.75,1724.6,81.15
NZ-ORD-590,2024-08-12,Auckland,Product-1,Books,Comedy,Universal,1,1902.28,1688.82,213.46
NZ-ORD-591,2024-08-13,Auckland,Product-12,Home Decor,Window Blind,IKEA,5,1470.92,1354.4,116.52
NZ-ORD-592,2024-08-14,Auckland,Product-23,Electronics,Hardisk SDD,Kingston,10,1012.49,526.16,486.33
NZ-ORD-593,2024-08-15,Dunedin,Product-5,Books,Comedy,20th Century Fox,8,961.06,921.96,39.1
NZ-ORD-594,2024-08-16,Auckland,Product-30,Books,Documentary,20th Century Fox,2,619.63,713.65,-94.02
NZ-ORD-595,2024-08-17,Wellington,Product-16,Clothing,Shoe,Nike,9,408.71,-43.9,452.61
NZ-ORD-596,2024-08-18,Wellington,Product-20,Books,Horror,Universal,4,1962.35,1918.55,43.8
NZ-ORD-597,2024-08-19,Christchurch,Product-2,Home Decor,Vinyl Paper,Kenko,6,1316.69,1361.03,-44.34
NZ-ORD-598,2024-08-20,Auckland,Product-21,Home Decor,Miniature Statue,Holmes Brok,8,1831.37,1702.01,129.36
NZ-ORD-599,2024-08-21,Wellington,Product-12,Home Decor,Vase,IKEA,8,1364.36,866.2,498.16
NZ-ORD-600,2024-08-22,Wellington,Product-24,Electronics,CCTV,Toshiba,8,1895.65,1659.7,235.95
NZ-ORD-601,2024-08-23,Hamilton,Product-28,Clothing,Shoe,Nike,7,126.29,-247.74,374.03
NZ-ORD-602,2024-08-24,Wellington,Product-14,Electronics,Hardisk SDD,Sandisk,7,1338.66,1087.06,251.6
NZ-ORD-603,2024-08-25,Auckland,Product-30,Books,Romance,Universal,8,312.1,-75.91,388.01
NZ-ORD-604,2024-08-26,Christchurch,Product-13,Home Decor,Window Blind,Kels,7,1820.73,1657.98,162.75
NZ-ORD-605,2024-08-27,Christchurch,Product-29,Books,Romance,20th Century Fox,4,1804.02,1723.47,80.55
NZ-ORD-606,2024-08-28,Auckland,Product-16,Toys,Doll,Yin Mang,1,1052.23,818.92,233.31
NZ-ORD-607,2024-08-29,Hamilton,Product-25,Toys,Card Game,Hasbro,6,1293.33,852.09,441.24
NZ-ORD-608,2024-08-30,Wellington,Product-28,Books,Cartoon,Warner Bros,8,1370.02,923.06,446.96
NZ-ORD-609,2024-08-31,Auckland,Product-27,Books,Documentary,National Geographic,6,693.76,282.99,410.77
NZ-ORD-610,2024-09-01,Dunedin,Product-28,Clothing,Shoe,Puma,7,1401.58,1478.11,-76.53
NZ-ORD-611,2024-09-02,Christchurch,Product-27,Electronics,TV,Toshiba,6,774.87,481.02,293.85
NZ-ORD-612,2024-09-03,Auckland,Product-16,Clothing,Jacket,New Balance,2,1563.11,1357.48,205.63
NZ-ORD-613,2024-09-04,Wellington,Product-4,Home Decor,Miniature Statue,Baurdani,4,923.22,742.16,181.06
NZ-ORD-614,2024-09-05,Dunedin,Product-12,Electronics,Mobile Phone,Apple,3,609.04,339.87,269.17
NZ-ORD-615,2024-09-06,Wellington,Product-20,Home Decor,Curtain,IKEA,9,649.12,561.62,87.5
NZ-ORD-616,2024-09-07,Hamilton,Product-10,Clothing,Shirt,Converse,1,1462.28,1072.37,389.91
NZ-ORD-617,2024-09-08,Wellington,Product-19,Books,Comedy,20th Century Fox,4,1522.36,1452.27,70.09
NZ-ORD-618,2024-09-09,Auckland,Product-11,Toys,Card Game,Hasbro,6,278.41,-4.9,283.31
NZ-ORD-619,2024-09-10,Christchurch,Product-19,Books,Cartoon,Nickelodeon,3,1837,1770.4,66.6
NZ-ORD-620,2024-09-11,Dunedin,Product-4,Books,Horror,Warner Bros,9,981.81,960.5,21.31
NZ-ORD-621,2024-09-12,Hamilton,Product-5,Books,Cartoon,Disney,10,1623.11,1623.15,-0.04
NZ-ORD-622,2024-09-13,Wellington,Product-3,Home Decor,Window Blind,IKEA,1,1204.56,942.2,262.36
NZ-ORD-623,2024-09-14,Dunedin,Product-19,Clothing,T-Shirt,Nike,2,1191.35,1085.43,105.92
NZ-ORD-624,2024-09-15,Hamilton,Product-24,Toys,Board Game,Century,6,89.34,-117.49,206.83
NZ-ORD-625,2024-09-16,Hamilton,Product-21,Electronics,CCTV,Sony,7,629.43,622.19,7.24
NZ-ORD-626,2024-09-17,Auckland,Product-4,Toys,Puzzle,Marvel,1,1255.57,1123.99,131.58
NZ-ORD-627,2024-09-18,Hamilton,Product-12,Books,Romance,Disney,3,110.43,-376.07,486.5
NZ-ORD-628,2024-09-19,Dunedin,Product-13,Home Decor,Curtain,Bardy,7,308.48,114.73,193.75
NZ-ORD-629,2024-09-20,Christchurch,Product-1,Clothing,Shoe,Puma,10,1877.72,1709.74,167.98
NZ-ORD-630,2024-09-21,Wellington,Product-16,Electronics,Mobile Phone,Apple,8,1402.64,1368.36,34.28
NZ-ORD-631,2024-09-22,Hamilton,Product-29,Books,Romance,Warner Bros,5,1309.71,829.23,480.48
NZ-ORD-632,2024-09-23,Hamilton,Product-17,Clothing,T-Shirt,Puma,6,1673.6,1284.41,389.19
NZ-ORD-633,2024-09-24,Wellington,Product-1,Books,Comedy,Disney,6,990.33,686.93,303.4
NZ-ORD-634,2024-09-25,Wellington,Product-23,Toys,Board Game,Marvel,10,307.02,-30.16,337.18
NZ-ORD-635,2024-09-26,Auckland,Product-5,Electronics,DVD Player,Changhong,2,742.53,535.15,207.38
NZ-ORD-636,2024-09-27,Hamilton,Product-27,Electronics,Hardisk SDD,Sandisk,1,618.13,600.44,17.69
NZ-ORD-637,2024-09-28,Hamilton,Product-4,Electronics,DVD Player,Changhong,2,229.44,139.5,89.94
NZ-ORD-638,2024-09-29,Wellington,Product-15,Home Decor,Curtain,Bardy,10,1043.12,1046.84,-3.72
NZ-ORD-639,2024-09-30,Christchurch,Product-11,Toys,Robot,Bandai,7,1203.79,1098.43,105.36
NZ-ORD-640,2024-10-01,Auckland,Product-28,Clothing,T-Shirt,New Balance,6,1900.15,1694.52,205.63
NZ-ORD-641,2024-10-02,Auckland,Product-30,Books,Horror,Warner Bros,9,1145.91,1040.82,105.09
NZ-ORD-642,2024-10-03,Dunedin,Product-13,Books,Documentary,Warner Bros,10,847.96,556.64,291.32
NZ-ORD-643,2024-10-04,Christchurch,Product-29,Toys,Puzzle,Telltale,10,1953.36,1678.17,275.19
NZ-ORD-644,2024-10-05,Wellington,Product-2,Toys,Robot,Sega,5,1457.08,1437.05,20.03
NZ-ORD-645,2024-10-06,Hamilton,Product-14,Toys,Card Game,Century,9,224.78,124.67,100.11
NZ-ORD-646,2024-10-07,Auckland,Product-21,Clothing,Shoe,Adidas,7,1444.79,1231.18,213.61
NZ-ORD-647,2024-10-08,Dunedin,Product-18,Books,Romance,20th Century Fox,5,174,-107.8,281.8
NZ-ORD-648,2024-10-09,Dunedin,Product-24,Books,Horror,Lionsgate,4,1523.35,1459.93,63.42
NZ-ORD-649,2024-10-10,Christchurch,Product-4,Clothing,Shoe,Nike,9,218.77,-99.42,318.19
NZ-ORD-650,2024-10-11,Christchurch,Product-5,Electronics,DVD Player,Toshiba,4,1973.23,1746.96,226.27
NZ-ORD-651,2024-10-12,Auckland,Product-17,Books,Cartoon,Pixar,6,715.76,544.71,171.05
NZ-ORD-652,2024-10-13,Hamilton,Product-19,Toys,Doll,Hasbro,1,993.97,616.78,377.19
NZ-ORD-653,2024-10-14,Wellington,Product-16,Electronics,Hardisk SDD,Samsung,3,1558.17,1099.33,458.84
NZ-ORD-654,2024-10-15,Dunedin,Product-10,Clothing,Shirt,New Balance,9,1250.45,1039.55,210.9
NZ-ORD-655,2024-10-16,Wellington,Product-1,Books,Cartoon,Pixar,9,1052.83,971.66,81.17
NZ-ORD-656,2024-10-17,Christchurch,Product-17,Books,Comedy,Universal,6,622.49,326.59,295.9
NZ-ORD-657,2024-10-18,Hamilton,Product-9,Books,Romance,Lionsgate,6,181.81,-60.49,242.3
NZ-ORD-658,2024-10-19,Christchurch,Product-12,Clothing,Jacket,Puma,5,240.14,-107.69,347.83
NZ-ORD-659,2024-10-20,Wellington,Product-26,Electronics,CCTV,Samsung,8,1578.74,1393.35,185.39
NZ-ORD-660,2024-10-21,Dunedin,Product-19,Books,Cartoon,Pixar,1,1076.02,888.9,187.12
NZ-ORD-661,2024-10-22,Wellington,Product-3,Electronics,Mobile Phone,Apple,5,1383.78,910.73,473.05
NZ-ORD-662,2024-10-23,Wellington,Product-4,Toys,Doll,Lego,3,1431.35,1459.6,-28.25
NZ-ORD-663,2024-10-24,Christchurch,Product-26,Toys,Puzzle,Telltale,10,571.18,378.94,192.24
NZ-ORD-664,2024-10-25,Hamilton,Product-3,Books,Documentary,Warner Bros,2,1991.29,2018.54,-27.25
NZ-ORD-665,2024-10-26,Hamilton,Product-30,Clothing,Pant,Converse,8,1062.96,718.59,344.37
NZ-ORD-666,2024-10-27,Christchurch,Product-11,Home Decor,Vase,Yuzhei Wong,8,825.67,713.19,112.48
NZ-ORD-667,2024-10-28,Christchurch,Product-3,Electronics,DVD Player,Sony,4,1355.67,932.35,423.32
NZ-ORD-668,2024-10-29,Auckland,Product-23,Books,Horror,Bloom House,2,841.12,611.61,229.51
NZ-ORD-669,2024-10-30,Wellington,Product-4,Toys,Doll,Yin Mang,6,1452.95,1119.18,333.77
NZ-ORD-670,2024-10-31,Christchurch,Product-11,Clothing,T-Shirt,Nike,3,712.18,369.01,343.17
NZ-ORD-671,2024-11-01,Auckland,Product-22,Books,Romance,Lionsgate,6,1766.06,1709.48,56.58
NZ-ORD-672,2024-11-02,Auckland,Product-11,Toys,Card Game,Century,3,129.55,-317.6,447.15
NZ-ORD-673,2024-11-03,Christchurch,Product-21,Electronics,Mobile Phone,Vivo,1,206.52,12.9,193.62
NZ-ORD-674,2024-11-04,Auckland,Product-7,Books,Cartoon,Dreamworks,5,1343.07,944.01,399.06
NZ-ORD-675,2024-11-05,Dunedin,Product-23,Clothing,Pant,New Balance,6,1511.6,1504.77,6.83
NZ-ORD-676,2024-11-06,Wellington,Product-6,Home Decor,Miniature Statue,Oates,4,322.6,217.53,105.07
NZ-ORD-677,2024-11-07,Wellington,Product-11,Books,Cartoon,Warner Bros,7,123.96,173.93,-49.97
NZ-ORD-678,2024-11-08,Christchurch,Product-25,Electronics,Hardisk SDD,Samsung,5,1846.54,1843.76,2.78
NZ-ORD-679,2024-11-09,Christchurch,Product-25,Home Decor,Vinyl Paper,Joyko,9,1052.19,598.22,453.97
NZ-ORD-680,2024-11-10,Auckland,Product-22,Books,Documentary,20th Century Fox,4,731.92,475.95,255.97
NZ-ORD-681,2024-11-11,Wellington,Product-24,Clothing,Shirt,Converse,9,1907.82,1831.34,76.48
NZ-ORD-682,2024-11-12,Christchurch,Product-12,Home Decor,Curtain,Brother,10,500.19,95.76,404.43
NZ-ORD-683,2024-11-13,Hamilton,Product-19,Books,Horror,Lionsgate,3,1006.46,598.23,408.23
NZ-ORD-684,2024-11-14,Hamilton,Product-6,Toys,Doll,Lego,8,103.28,-121.84,225.12
NZ-ORD-685,2024-11-15,Dunedin,Product-14,Toys,Card Game,Telltale,6,1590.73,1601.77,-11.04
NZ-ORD-686,2024-11-16,Dunedin,Product-22,Home Decor,Vinyl Paper,Seven,1,1020.26,678.33,341.93
NZ-ORD-687,2024-11-17,Dunedin,Product-5,Books,Horror,Bloom House,10,1434.21,1223.38,210.83
NZ-ORD-688,2024-11-18,Wellington,Product-6,Electronics,DVD Player,Sony,1,1880.95,1878.02,2.93
NZ-ORD-689,2024-11-19,Wellington,Product-5,Electronics,DVD Player,Changhong,10,1652.98,1599.86,53.12
NZ-ORD-690,2024-11-20,Auckland,Product-4,Electronics,CCTV,Huawei,3,1721.92,1704.41,17.51
NZ-ORD-691,2024-11-21,Wellington,Product-1,Home Decor,Miniature Statue,Baurdani,5,985.59,1024.46,-38.87
NZ-ORD-692,2024-11-22,Christchurch,Product-5,Clothing,T-Shirt,Nike,5,1776.88,1544.44,232.44
NZ-ORD-693,2024-11-23,Christchurch,Product-11,Books,Comedy,Warner Bros,7,518.5,39.55,478.95
NZ-ORD-694,2024-11-24,Auckland,Product-13,Books,Horror,Universal,1,557.51,189.27,368.24
NZ-ORD-695,2024-11-25,Wellington,Product-14,Clothing,Shirt,Puma,6,450.43,456.02,-5.59
NZ-ORD-696,2024-11-26,Wellington,Product-15,Toys,Card Game,Hasbro,7,1100.28,958.71,141.57
NZ-ORD-697,2024-11-27,Hamilton,Product-12,Clothing,Shoe,Puma,4,108.78,105.31,3.47
NZ-ORD-698,2024-11-28,Hamilton,Product-16,Toys,Board Game,Century,6,1424.63,1265.22,159.41
NZ-ORD-699,2024-11-29,Hamilton,Product-18,Books,Cartoon,Disney,1,1835.87,1503.85,332.02
NZ-ORD-700,2024-11-30,Wellington,Product-26,Home Decor,Vinyl Paper,Joyko,7,1552.65,1234.86,317.79
NZ-ORD-701,2024-12-01,Dunedin,Product-4,Toys,Doll,Marvel,8,449.53,548.47,-98.94
NZ-ORD-702,2024-12-02,Dunedin,Product-10,Home Decor,Vase,IKEA,2,1496.05,1507.06,-11.01
NZ-ORD-703,2024-12-03,Wellington,Product-10,Home Decor,Window Blind,Kels,10,934.54,512.55,421.99
NZ-ORD-704,2024-12-04,Dunedin,Product-8,Home Decor,Vase,IKEA,2,1899.53,1612.63,286.9
NZ-ORD-705,2024-12-05,Auckland,Product-1,Clothing,Shoe,Puma,3,1619.62,1697.29,-77.67
NZ-ORD-706,2024-12-06,Auckland,Product-30,Clothing,Shoe,New Balance,3,747.5,298.23,449.27
NZ-ORD-707,2024-12-07,Dunedin,Product-28,Toys,Doll,Hasbro,7,608.95,555.55,53.4
NZ-ORD-708,2024-12-08,Christchurch,Product-1,Electronics,Hardisk SDD,Samsung,4,1628.15,1182.71,445.44
NZ-ORD-709,2024-12-09,Auckland,Product-20,Books,Romance,Disney,3,681.59,647.36,34.23
NZ-ORD-710,2024-12-10,Hamilton,Product-14,Home Decor,Window Blind,Rails,3,415.68,291.6,124.08
NZ-ORD-711,2024-12-11,Auckland,Product-6,Clothing,Pant,Puma,3,716.89,748.01,-31.12
NZ-ORD-712,2024-12-12,Auckland,Product-16,Toys,Puzzle,Gramedia,3,1104.48,741.12,363.36
NZ-ORD-713,2024-12-13,Hamilton,Product-16,Home Decor,Window Blind,IKEA,5,1038.04,789.6,248.44
NZ-ORD-714,2024-12-14,Auckland,Product-1,Books,Horror,Warner Bros,2,1248.64,1278.5,-29.86
NZ-ORD-715,2024-12-15,Christchurch,Product-9,Toys,Card Game,Dungeons,4,1104.44,1170.05,-65.61
NZ-ORD-716,2024-12-16,Hamilton,Product-24,Books,Documentary,Discovery,8,633.76,336.99,296.77
NZ-ORD-717,2024-12-17,Hamilton,Product-19,Home Decor,Miniature Statue,Oates,10,904.32,892.59,11.73
NZ-ORD-718,2024-12-18,Christchurch,Product-13,Electronics,Hardisk SDD,Toshiba,10,1296.75,871.19,425.56
NZ-ORD-719,2024-12-19,Auckland,Product-5,Books,Cartoon,Warner Bros,7,1841.79,1907.56,-65.77
NZ-ORD-720,2024-12-20,Hamilton,Product-3,Clothing,Shoe,New Balance,2,1814.18,1821.62,-7.44
